Player,Score,Category,team
Andros Townsend,0.0007720053394186474,MF,Luton
Bobby Decordova-Reid,0.0015445036870588326,MF,Fulham
Willian,0.005062047474510509,MF,Fulham
Mohamed Elneny,0.0005261049789291484,MF,Arsenal
John Fleck,0.0006125124664760526,MF,Sheffield Utd
Ryan One,0.0004802610811800034,MF,Sheffield Utd
Noni Madueke,0.002927258394730204,MF,Chelsea
Rodrigo Bentancur,0.003468789724632969,MF,Tottenham
Andrey Santos,0.00048394319845165243,MF,Nottingham Forest
Joe Willock,0.0012570456911023908,MF,Newcastle
Kyle Walker,0.0009131178862299855,MF,Manchester City
Matt Ritchie,0.0005908964402504313,MF,Newcastle
Lewis Miley,0.003431169756172368,MF,Newcastle
Manuel Akanji,0.002125877288088102,MF,Manchester City
Michael Olise,0.002000007639172546,MF,Crystal Palace
James McConnell,0.00048202686530609396,MF,Liverpool
Jordan Clark,0.0020524997959605203,MF,Luton
Leandro Trossard,0.0013276298390523767,MF,Arsenal
Kobbie Mainoo,0.004951978968581881,MF,Manchester United
Amari'i Bell,0.0008796868861480418,MF,Luton
Ansu Fati,0.0005486798394999902,MF,Brighton
Jakub Moder,0.0014058058415896205,MF,Brighton
Bryan Gil,0.0007637044693100582,MF,Tottenham
Hugo Bueno,0.0011690607017996264,MF,Wolves
Myles Peart-Harris,0.0005047420877735545,MF,Brentford
Jacob Bruun Larsen,0.0027705043014445846,MF,Burnley
Chris Richards,0.001966283433356581,MF,Crystal Palace
Yoane Wissa,0.000614975383395931,MF,Brentford
Ashley Young,0.0016630699412841855,MF,Everton
Luis Sinisterra,0.001400038293504011,MF,Bournemouth
Cameron Archer,0.0009189838348642002,MF,Sheffield Utd
Sydie Peck,0.00047969373674065747,MF,Sheffield Utd
Harry Toffolo,0.0008312909777872992,MF,Nottingham Forest
Tyler Adams,0.0007716896739262532,MF,Bournemouth
Álex Moreno,0.0006479681733311195,MF,Aston Villa
Sergio Reguilón,0.0016736849295644492,MF,Brentford
