Player,Category,total_score,seasons_played,avg_score,team
Jake O'Brien,DF,0.0041241145622531,1,0.0041241145622531,Everton
Cyrus Christie,DF,0.0040723955857587,1,0.0040723955857587,Fulham
Kolo Touré,DF,0.0040323964862053,1,0.0040323964862053,Liverpool
Bernardo Espinosa,DF,0.0040243137527079,1,0.0040243137527079,Middlesbrough
Lorenz Assignon,DF,0.0040068459940821,1,0.0040068459940821,Burnley
Ikechi Anya,DF,0.0039624536783156,1,0.0039624536783156,Watford
Jordan Zemura,DF,0.0039421551628028,1,0.0039421551628028,Bournemouth
Martín Demichelis,DF,0.0039222546106126,1,0.0039222546106126,Manchester City
Emre Can,DF,0.0038992488354487997,3,0.0012997496118162665,Liverpool
Harry Souttar,DF,0.0038828133183109,1,0.0038828133183109,Leicester
Rúben Vinagre,DF,0.0038704835147449997,4,0.0009676208786862499,Everton
Tommy Elphick,DF,0.0038599074815296,1,0.0038599074815296,Bournemouth
Jason Denayer,DF,0.0038274178068935,1,0.0038274178068935,Sunderland
Lewis Cook,DF,0.0038049530555766997,2,0.0019024765277883499,Bournemouth
Daniel Ayala,DF,0.0037552285699929,1,0.0037552285699929,Middlesbrough
Ivo Pinto,DF,0.0037388474118872,1,0.0037388474118872,Norwich
Sam McQueen,DF,0.0037287889166588003,2,0.0018643944583294002,Southampton
Sylvain Distin,DF,0.0037095187131034,1,0.0037095187131034,Bournemouth
Myles Lewis-Skelly,DF,0.0036437005263831,1,0.0036437005263831,Arsenal
Donald Love,DF,0.0036152242406275,2,0.00180761212031375,Sunderland
Aleksandar Dragović,DF,0.0036140770038816,1,0.0036140770038816,Leicester
Riccardo Calafiori,DF,0.0036036471553078,1,0.0036036471553078,Arsenal
Duje Ćaleta-Car,DF,0.0035620910008208,1,0.0035620910008208,Southampton
Jaïro Riedewald,DF,0.0035051870295089,2,0.00175259351475445,Crystal Palace
Stephan Lichtsteiner,DF,0.003440117073794,1,0.003440117073794,Arsenal
Mads Roerslev Rasmussen,DF,0.0034104896954215,2,0.00170524484771075,Brentford
Kean Bryan,DF,0.0034065536111279,1,0.0034065536111279,Sheffield Utd
Ameen Al-Dakhil,DF,0.0033323480548586,1,0.0033323480548586,Burnley
Massadio Haïdara,DF,0.0033112842562474,2,0.0016556421281237,Newcastle
James Chester,DF,0.0032782035073929,1,0.0032782035073929,West Brom
Ryan Manning,DF,0.0032579806228494,1,0.0032579806228494,Southampton
Fernando Marçal,DF,0.0032238835689231,2,0.00161194178446155,Wolves
Mario Lemina,DF,0.0031920818192803,2,0.00159604090964015,Wolves
Bobby Reid,DF,0.0031648262127027997,2,0.0015824131063513999,Fulham
Jordan Amavi,DF,0.0031402714085502,1,0.0031402714085502,Aston Villa
Malang Sarr,DF,0.0031292264156897,1,0.0031292264156897,Chelsea
Yukinari Sugawara,DF,0.0030989251454185,1,0.0030989251454185,Southampton
James Hill,DF,0.0030913590606832997,2,0.0015456795303416498,Bournemouth
Steven Taylor,DF,0.0030435153313478,1,0.0030435153313478,Newcastle
Enda Stevens,DF,0.0030239045030747,1,0.0030239045030747,Sheffield Utd
Jérémy Pied,DF,0.0030112189119628,2,0.0015056094559814,Southampton
Rhys Williams,DF,0.0029713039170933,1,0.0029713039170933,Liverpool
Saman Ghoddos,DF,0.0028891932835263,2,0.00144459664176315,Brentford
Matthew Pennington,DF,0.0028380400136373,2,0.00141902000681865,Everton
Alex Iwobi,DF,0.0028113444814217,2,0.00140567224071085,Fulham
Andre Wisdom,DF,0.002810847671982,1,0.002810847671982,Norwich
Greg Cunningham,DF,0.0028032173911345,1,0.0028032173911345,Cardiff
Casemiro,DF,0.0027806635594296,1,0.0027806635594296,Manchester United
Nathan Wood,DF,0.002763772889468,1,0.002763772889468,Southampton
Dango Ouattara,DF,0.0027636921253464,1,0.0027636921253464,Bournemouth
Mats Wieffer,DF,0.0027617141175653,1,0.0027617141175653,Brighton
Cameron Borthwick-Jackson,DF,0.0027575618202168,1,0.0027575618202168,Manchester United
Moritz Bauer,DF,0.002750431685436,1,0.002750431685436,Stoke City
Morato,DF,0.0027458686389893,1,0.0027458686389893,Nottingham Forest
Angeliño,DF,0.0027332412578418,1,0.0027332412578418,Manchester City
Ritchie De Laet,DF,0.002723925710277,1,0.002723925710277,Leicester
Jake Livermore,DF,0.0027150860675816,1,0.0027150860675816,Hull City
James Ward-Prowse,DF,0.0027102032454551003,2,0.0013551016227275501,Southampton
Jamie Shackleton,DF,0.0027003801728405,2,0.00135019008642025,Leeds
Mads Bech Sörensen,DF,0.0026965280977306,1,0.0026965280977306,Brentford
Bradley Smith,DF,0.0026677901601755,2,0.00133389508008775,Bournemouth
Michael Kayode,DF,0.0026677671722289,1,0.0026677671722289,Brentford
Marc Wilson,DF,0.0026293811004955998,2,0.0013146905502477999,West Brom
Camilo Zúñiga,DF,0.0026249557908971,1,0.0026249557908971,Watford
Yerson Mosquera,DF,0.0026165132362882,1,0.0026165132362882,Wolves
Gonzalo Montiel,DF,0.0026110193083527,1,0.0026110193083527,Nottingham Forest
Ibrahim Amadou,DF,0.0025928777382735,1,0.0025928777382735,Norwich
Kenedy,DF,0.0025738140866926,2,0.0012869070433463,Newcastle
Vurnon Anita,DF,0.0025669372847437,1,0.0025669372847437,Newcastle
