Player,Category,total_score,seasons_played,avg_score,team
Kyle Naughton,MF,0.0022384456930334,2,0.0011192228465167,Swansea
Filip Krovinović,MF,0.0022274665566883,1,0.0022274665566883,West Brom
Gareth Bale,MF,0.0022185872575707,1,0.0022185872575707,Tottenham
Erik Durm,MF,0.0022175797893833,1,0.0022175797893833,Huddersfield
Stefan Bajčetić,MF,0.0022132140120666,2,0.0011066070060333,Liverpool
Luciano Narsingh,MF,0.0022083397957969,2,0.00110416989789845,Swansea
Nacho Monreal,MF,0.0021928874566285,2,0.00109644372831425,Arsenal
Tim Iroegbunam,MF,0.0021857796395692002,3,0.0007285932131897334,Everton
Alireza Jahanbakhsh,MF,0.0021764746845304,3,0.0007254915615101334,Brighton
Tyler Dibling,MF,0.0021714472803461,1,0.0021714472803461,Southampton
Badou Ndiaye,MF,0.0021614030343149,1,0.0021614030343149,Stoke City
Eric Maxim Choupo-Moting,MF,0.0021579109420242,1,0.0021579109420242,Stoke City
Oliver Arblaster,MF,0.0021539683998957,1,0.0021539683998957,Sheffield Utd
Roque Mesa,MF,0.0021528342813161,1,0.0021528342813161,Swansea
Martín Montoya,MF,0.0021418558304464,1,0.0021418558304464,Brighton
Ismaïla Sarr,MF,0.0021209084108194,1,0.0021209084108194,Watford
Sam Greenwood,MF,0.0021151240336564,2,0.0010575620168282,Leeds
Shane Long,MF,0.0020977910940448,2,0.0010488955470224,Southampton
Trent Alexander-Arnold,MF,0.0020881480997026,2,0.0010440740498513,Liverpool
Joel Campbell,MF,0.002082999370353,1,0.002082999370353,Arsenal
Fabio Carvalho,MF,0.002076403989153,3,0.000692134663051,Brentford
Diego Gómez,MF,0.0020682039843034,1,0.0020682039843034,Brighton
Darron Gibson,MF,0.0020632693840997,2,0.00103163469204985,Sunderland
M'Baye Niang,MF,0.0020528806251492,1,0.0020528806251492,Watford
Diego Rico,MF,0.0020487570425159,2,0.00102437852125795,Bournemouth
Guido Rodríguez,MF,0.0020440669063752,1,0.0020440669063752,West Ham
Mahmoud Dahoud,MF,0.0020358501057372,1,0.0020358501057372,Brighton
Dan Burn,MF,0.0020332272887048,2,0.0010166136443524,Brighton
Hamed Junior Traorè,MF,0.0020254047991664,2,0.0010127023995832,Bournemouth
Sergio Gómez,MF,0.0020218019008356,2,0.0010109009504178,Manchester City
Jack Clarke,MF,0.0020187107280412,1,0.0020187107280412,Ipswich
Yehor Yarmolyuk,MF,0.0020183626836868,1,0.0020183626836868,Brentford
Kieran Tierney,MF,0.0020148159268114,2,0.0010074079634057,Arsenal
Jordon Mutch,MF,0.0020093720978480003,2,0.0010046860489240001,Crystal Palace
Nathan Broadhead,MF,0.0020009348072842,2,0.0010004674036421,Ipswich
Alfred N'Diaye,MF,0.0019988809173899,1,0.0019988809173899,Hull City
Bernardo,MF,0.001986960344493,2,0.0009934801722465,Brighton
Ethan Nwaneri,MF,0.001986032653187,3,0.0006620108843956667,Arsenal
Marvin Zeegelaar,MF,0.0019807793910396,1,0.0019807793910396,Watford
Sam Byram,MF,0.0019806617079115,2,0.00099033085395575,West Ham
Marco Asensio,MF,0.0019644969149749,1,0.0019644969149749,Aston Villa
Cyrus Christie,MF,0.0019639266857,1,0.0019639266857,Fulham
Kasey McAteer,MF,0.0019554190634911,2,0.00097770953174555,Leicester
Manuel Akanji,MF,0.0019373623862876,1,0.0019373623862876,Manchester City
Jamie Shackleton,MF,0.0019373351425779999,2,0.0009686675712889999,Leeds
Mario Suárez,MF,0.00193437562936,1,0.00193437562936,Watford
Chris Richards,MF,0.0019151943770342,1,0.0019151943770342,Crystal Palace
Saúl Ñíguez,MF,0.0019098991576756,1,0.0019098991576756,Chelsea
Steven Pienaar,MF,0.0019075458982455,2,0.00095377294912275,Sunderland
Jonathan Leko,MF,0.0019061284740213,2,0.00095306423701065,West Brom
Luca Koleosho,MF,0.0018978661732231,1,0.0018978661732231,Burnley
