Player,Score,Category,team
Thakgalo Khanya Leshabela,0.0005125573036555725,MF,Leicester
Iliman Ndiaye,0.0005114371844808039,MF,Sheffield Utd
Erik Lamela,0.0005934858231445817,MF,Tottenham
Jean-Philippe Gbamin,0.0005139394750152131,MF,Everton
Gabriel Jesus,0.0011945979315723786,MF,Manchester City
Mason Holgate,0.0006018519506220984,MF,Everton
Nathan Broadhead,0.0005103862435499527,MF,Everton
Oleksandr Zinchenko,0.001209890581509508,MF,Manchester City
Mohamed Salah,0.000982171099481345,MF,Liverpool
Jack Stephens,0.0006060510226366033,MF,Southampton
César Azpilicueta,0.0013243127499282374,MF,Chelsea
Robin Koch,0.0008118641567884601,MF,Leeds
Fabio Carvalho,0.0006869544151944265,MF,Fulham
Amad Diallo,0.0008352355228423789,MF,Manchester United
Anthony Elanga,0.0007070571983500661,MF,Manchester United
Ola Aina,0.0006250967068024548,MF,Fulham
Femi Seriki,0.0005102040816326531,MF,Sheffield Utd
Carney Chukwuemeka,0.0005139372065164794,MF,Aston Villa
Jayden Philogene-Bidace,0.000510370453201238,MF,Aston Villa
Tyrese Francois,0.0005179678236085986,MF,Fulham
Hannibal Mejbri,0.0005107589222405225,MF,Manchester United
Chris Wood,0.012665240911641456,FW,Burnley
Ashley Barnes,0.008678135282155929,FW,Burnley
Matěj Vydra,0.007736688067241329,FW,Burnley
Jay Rodriguez,0.0037852049472707396,FW,Burnley
Edinson Cavani,0.010944978976272005,FW,Manchester United
Mason Greenwood,0.004122384482187522,FW,Manchester United
Wilfried Zaha,0.015276931382294568,FW,Crystal Palace
Jordan Ayew,0.003387035980224864,FW,Crystal Palace
Che Adams,0.020482994693719635,FW,Southampton
Danny Ings,0.015108080877259669,FW,Southampton
Shane Long,0.0010245547248448426,FW,Southampton
Aboubakar Kamara,0.0015922067988104575,FW,Fulham
Bobby Reid,0.0014958130529062637,FW,Fulham
Aleksandar Mitrović,0.008692463915983302,FW,Fulham
Willian,0.0046284599537743274,FW,Arsenal
Alexandre Lacazette,0.015728317479887167,FW,Arsenal
Pierre-Emerick Aubameyang,0.01622283221453164,FW,Arsenal
Edward Nketiah,0.0037539998231912028,FW,Arsenal
Nicolas Pépé,0.002659145007449522,FW,Arsenal
Mohamed Salah,0.02543415191569184,FW,Liverpool
Roberto Firmino,0.018091247189742175,FW,Liverpool
Sadio Mané,0.02438158070339764,FW,Liverpool
Patrick Bamford,0.018106191908850194,FW,Leeds
Tyler Roberts,0.0030652448233372447,FW,Leeds
Rodrigo,0.004326036324538319,FW,Leeds
Raheem Sterling,0.020220834103686216,FW,Manchester City
Bernardo Silva,0.005027654740867166,FW,Manchester City
Phil Foden,0.015824074217354992,FW,Manchester City
Gabriel Jesus,0.01814324809704875,FW,Manchester City
Riyad Mahrez,0.016067128401117185,FW,Manchester City
Ollie Watkins,0.02067352080120918,FW,Aston Villa
Harry Kane,0.02663802447531954,FW,Tottenham
Steven Bergwijn,0.0029826216951739674,FW,Tottenham
James Rodríguez,0.013639836314592556,FW,Everton
Dominic Calvert-Lewin,0.015374290574602675,FW,Everton
Richarlison,0.013764639025700215,FW,Everton
Moise Kean,0.0008571428571428573,FW,Everton
Callum Robinson,0.004644519181656737,FW,West Brom
Hal Robson-Kanu,0.003327568552854575,FW,West Brom
Jamie Vardy,0.01888089652453863,FW,Leicester
Michail Antonio,0.016272222428517936,FW,West Ham
Andriy Yarmolenko,0.0025608432652954377,FW,West Ham
Sébastien Haller,0.006402551794260515,FW,West Ham
Callum Wilson,0.014188345544746388,FW,Newcastle
Andy Carroll,0.002184904494246304,FW,Newcastle
Joelinton,0.006264065165939429,FW,Newcastle
Neal Maupay,0.01511346516755494,FW,Brighton
Leandro Trossard,0.01788750379862981,FW,Brighton
Aaron Connolly,0.0028620949641489654,FW,Brighton
Alireza Jahanbakhsh,0.0021303554770247648,FW,Brighton
Ruben Loftus-Cheek,0.002352581239995294,FW,Fulham
Timo Werner,0.020395417885013253,FW,Chelsea
Callum Hudson-Odoi,0.004543592292605313,FW,Chelsea
Oliver McBurnie,0.0046589014857871805,FW,Sheffield Utd
Billy Sharp,0.004366916049049096,FW,Sheffield Utd
David McGoldrick,0.01283695146558811,FW,Sheffield Utd
Raúl Jiménez,0.005949689357116465,FW,Wolves
Daniel Podence,0.006503996760954772,FW,Wolves
Pedro Neto,0.01471715625083168,FW,Wolves
Trezeguet,0.002979389723507311,FW,Aston Villa
Jack Grealish,0.005158768538027709,FW,Aston Villa
Keinan Davis,0.00266111989784587,FW,Aston Villa
Oliver Burke,0.002794142975432755,FW,Sheffield Utd
Mason Mount,0.013690070363837535,FW,Chelsea
Kai Havertz,0.006844195506411895,FW,Chelsea
Tammy Abraham,0.0056447737627872705,FW,Chelsea
Takumi Minamino,0.0019207520267957227,FW,Southampton
Kyle Edwards,0.0008571428571428573,FW,West Brom
Anthony Martial,0.006856445606847517,FW,Manchester United
Odion Ighalo,0.0009499100855967162,FW,Manchester United
Michy Batshuayi,0.0032175018353123525,FW,Crystal Palace
Nathan Tella,0.0016392576362940997,FW,Southampton
Lucas Moura,0.0021288718341656494,FW,Tottenham
Heung-Min Son,0.008279812199219104,FW,Tottenham
Fábio Silva,0.009671046540319413,FW,Wolves
Ferrán Torres,0.009025749364929864,FW,Manchester City
Michael Obafemi,0.0009093201707318409,FW,Southampton
Christian Benteke,0.011259345495933498,FW,Crystal Palace
Ivan Cavaleiro,0.01181763818275102,FW,Fulham
Bertrand Traoré,0.002471713970507234,FW,Aston Villa
Diogo Jota,0.008585132965863588,FW,Liverpool
Liam Delap,0.0008571428571428573,FW,Manchester City
Kelechi Iheanacho,0.015952040430177672,FW,Leicester
Ian Carlo Poveda,0.0014921323777884084,FW,Leeds
Olivier Giroud,0.0052862981384754855,FW,Chelsea
Adama Traoré,0.010203514460879217,FW,Wolves
Theo Walcott,0.004369099898311215,FW,Southampton
Ayoze Pérez,0.0037051651838759846,FW,Leicester
Harvey Barnes,0.0015700539983575777,FW,Leicester
Érik Lamela,0.0008571428571428573,FW,Tottenham
Ademola Lookman,0.009281027302646487,FW,Fulham
Adam Lallana,0.0020174102351859765,FW,Brighton
Alex Iwobi,0.0027518263451414273,FW,Everton
Raphinha,0.004046022887771779,FW,Leeds
Islam Slimani,0.001481862450354178,FW,Leicester
Sergio Agüero,0.005389742988800934,FW,Manchester City
Marcus Rashford,0.007636303435229508,FW,Manchester United
Rhian Brewster,0.004636603783996208,FW,Sheffield Utd
Gareth Bale,0.0032218740969511203,FW,Tottenham
Karlan Grant,0.0035633178589819844,FW,West Brom
Bukayo Saka,0.0013737100730141475,FW,Arsenal
Dennis Praet,0.0009498705663624979,FW,Leicester
James Maddison,0.004866427159684674,FW,Leicester
Christian Pulišić,0.006951420895137498,FW,Chelsea
Dan N'Lundulu,0.001745954996514715,FW,Southampton
Anthony Gordon,0.0008571428571428573,FW,Everton
Bernard,0.0032882478736130823,FW,Everton
Allan Saint-Maximin,0.006995752508026935,FW,Newcastle
Hakim Ziyech,0.011030897143234209,FW,Chelsea
Saïd Benrahma,0.002908582627128867,FW,West Ham
Cenk Tosun,0.0009038546968072516,FW,Everton
Danny Welbeck,0.011381160820895722,FW,Brighton
Hélder Costa,0.002197874779543603,FW,Leeds
Jack Harrison,0.002816434314873952,FW,Leeds
Carlos Vinícius,0.0019704988286006033,FW,Tottenham
Jarrod Bowen,0.006631911281860551,FW,West Ham
Pablo Fornals,0.001409241070429557,FW,West Ham
Reiss Nelson,0.0009213792013428928,FW,Arsenal
Divock Origi,0.0014908559917977205,FW,Liverpool
Dwight McNeil,0.0010406558596684347,FW,Burnley
Matheus Pereira,0.007359067860214061,FW,West Brom
Lys Mousset,0.0017178373460943232,FW,Sheffield Utd
Dwight Gayle,0.003374212256507367,FW,Newcastle
Pascal Groß,0.002759972771718789,FW,Brighton
Mateusz Klich,0.0011793248941273644,FW,Leeds
Grady Diangana,0.0008571428571428573,FW,West Brom
Charlie Austin,0.00131477739549058,FW,West Brom
Andi Zeqiri,0.0009294536866363241,FW,Brighton
Owen Otasowie,0.0008571428571428573,FW,Wolves
Gabriel Martinelli,0.002682953489811105,FW,Arsenal
Tom Cairney,0.0017209422825366434,FW,Fulham
Mark Noble,0.0009486667694481027,FW,West Ham
Tanguy Ndombélé,0.0024427419991487898,FW,Tottenham
Alexis Mac Allister,0.004824955995022184,FW,Brighton
Gylfi Sigurðsson,0.0019635874712860928,FW,Everton
Joshua King,0.0009321512352031653,FW,Everton
Vitinha,0.0008571428571428573,FW,Wolves
Josh Maja,0.004741569390842485,FW,Fulham
Kevin De Bruyne,0.003364484403127586,FW,Manchester City
Antwoine Hackford,0.0009344488808544064,FW,Sheffield Utd
Nathan Redmond,0.004881939843361726,FW,Southampton
Morgan Gibbs-White,0.0008571428571428573,FW,Wolves
Patrick Cutrone,0.0008571428571428573,FW,Wolves
Alex Oxlade-Chamberlain,0.0008571428571428573,FW,Liverpool
Percy Tau,0.0015142886769128423,FW,Brighton
Willian José,0.005574277381207391,FW,Wolves
Ryan Fraser,0.004383153095173945,FW,Newcastle
Joel Mumbongo,0.000944676918445642,FW,Burnley
Mbaye Diagne,0.004942486572710059,FW,West Brom
Xherdan Shaqiri,0.003522864015943307,FW,Liverpool
Jean-Philippe Mateta,0.0017977544722466575,FW,Crystal Palace
Dane Scarlett,0.0008571428571428573,FW,Tottenham
Niall Huggins,0.0008571428571428573,FW,Leeds
Miguel Almirón,0.0010452146749415408,FW,Newcastle
Manuel Lanzini,0.0017366033305426833,FW,West Ham
Jesse Lingard,0.0028631209777969426,FW,West Ham
Andros Townsend,0.003620452947280791,FW,Crystal Palace
Shola Shoretire,0.0008571428571428573,FW,Manchester United
Anwar El Ghazi,0.002415358761214262,FW,Aston Villa
Nélson Semedo,0.0008571428571428573,FW,Wolves
Josh Brownhill,0.0017321794650382461,FW,Burnley
Wesley,0.0008571428571428573,FW,Aston Villa
Ben Osborn,0.001877114306851138,FW,Sheffield Utd
José Izquierdo,0.0008571428571428573,FW,Brighton
Conor Gallagher,0.0009284149904891304,FW,West Brom
Daniel Jebbison,0.0018963151275675433,FW,Sheffield Utd
Martin Ødegaard,0.0011167719935375703,FW,Arsenal
Emile Smith Rowe,0.0029359219984541234,FW,Arsenal
Joshua Onomah,0.0008571428571428573,FW,Fulham
André Zambo Anguissa,0.0008571428571428573,FW,Fulham
Theo Corbeanu,0.0010116225894288013,FW,Wolves
Amad Diallo,0.001235745213995782,FW,Manchester United
Fabio Carvalho,0.0012558855391731512,FW,Fulham
Pablo Hernández,0.001251166783199107,FW,Leeds
Matt Phillips,0.0012654896358920515,FW,West Brom
